Feature1,Feature2,Feature3,Feature4,Feature5,Feature6,Feature7,Feature8,Feature9,Feature10,Feature11,Feature12,Feature13,Feature14,Feature15,Feature16,Class
745.93,520.43,955.23,-272.54,-15.39,-682.06,-786.69,823.50,-313.30,965.96,-5.17,-595.10,822.66,227.15,594.74,90.44,1
460.73,583.70,-828.29,520.97,300.18,-634.21,436.37,383.86,112.48,-63.91,696.40,158.60,631.54,-382.60,-917.64,169.96,0
524.30,317.69,-602.23,-567.66,928.55,-22.26,-634.24,-209.95,21.33,627.48,-355.30,-387.52,365.22,-187.73,224.54,550.16,1
387.99,460.19,797.08,-820.28,-145.19,-5.67,260.52,-755.92,301.55,-308.57,153.65,37.24,171.03,-775.33,-271.23,734.72,1
681.47,488.33,914.55,652.24,-332.22,429.06,777.55,-865.86,584.43,-670.05,-680.62,-783.05,-117.64,-117.54,-535.89,-667.60,1
390.56,521.69,-262.78,-732.61,-177.22,925.95,-201.18,-658.57,-441.95,259.10,306.04,404.50,181.06,-477.42,-32.87,-95.57,1
597.68,661.83,-942.27,-243.00,873.94,-231.96,179.54,-18.42,299.04,-265.66,-471.57,987.73,-975.54,-39.13,-748.57,-570.48,0
569.84,430.78,-325.85,96.14,-322.09,337.25,620.05,366.31,-967.73,-194.30,10.78,469.59,32.62,-191.83,-394.17,-319.82,0
407.00,441.97,41.82,-86.24,82.67,-559.51,-395.95,856.42,896.86,-786.59,515.45,218.93,431.48,-75.44,747.11,258.42,1
-530.51,-525.94,371.52,703.19,653.35,-597.23,371.77,-954.52,-414.73,-845.27,449.54,-259.73,-422.98,-623.50,-965.94,70.74,1
283.10,471.74,728.46,941.92,189.94,468.20,709.93,-920.57,156.40,840.31,-705.34,463.47,834.01,813.52,-476.57,553.16,1
622.30,353.99,415.59,-757.01,924.01,423.26,493.34,348.62,189.03,436.26,513.49,-609.88,716.43,369.19,-36.32,-573.51,0
551.16,348.97,-769.02,774.68,-25.66,440.48,-33.87,-82.40,-459.27,-568.95,-716.89,729.40,-375.61,70.98,519.13,-960.99,1
0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0
454.62,584.19,927.29,-731.02,-412.19,241.60,556.02,566.72,-350.13,290.81,859.86,202.95,58.55,-835.14,59.07,315.77,0
-535.19,-617.31,3.50,-263.20,44.19,-618.38,628.86,273.58,-345.22,688.76,-522.90,-276.87,642.26,-754.73,-776.93,-487.50,0
-534.98,-371.01,-295.35,70.95,-131.07,561.60,193.15,639.60,-448.07,-238.42,235.69,-895.35,202.80,710.07,-46.85,-621.37,1
358.70,482.29,-597.32,83.37,79.82,931.08,165.02,-76.59,-613.38,-846.67,-843.45,-66.69,-203.07,259.04,442.38,71.70,1
-597.75,-482.90,258.34,-796.86,-461.20,171.83,-942.52,-525.72,-335.38,806.34,-357.63,-831.69,718.17,-294.95,-21.79,-485.77,1
489.76,556.05,-171.50,-850.09,164.39,716.15,391.75,302.26,-146.19,-790.26,462.60,789.11,654.39,923.08,-494.16,866.15,0
375.59,422.14,-406.49,335.59,-101.69,864.19,115.24,-962.55,-685.27,-260.54,583.67,188.12,543.85,852.84,165.07,-853.30,0
-465.98,-526.33,-705.72,681.29,-984.72,-704.74,680.03,613.36,-618.30,223.64,928.89,-748.70,150.88,-108.48,685.52,-253.14,1
-589.23,-706.47,99.49,-909.73,-11.14,555.84,603.48,-222.81,655.00,923.67,-889.09,897.88,197.46,-166.25,-105.18,-769.27,1
604.16,708.76,-130.18,-373.72,-643.71,477.35,-490.78,-596.81,-728.30,-777.41,771.52,182.44,-388.39,-121.15,875.49,-734.10,0
0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0
505.75,554.50,-407.72,841.24,34.80,-440.35,493.78,124.78,502.49,494.82,-176.63,589.09,171.87,995.45,-753.36,-164.58,1
-308.02,-606.29,-543.90,-782.98,75.11,932.43,640.54,569.60,-984.58,852.62,-665.23,226.76,388.71,-296.62,647.97,640.83,1
661.10,508.58,-418.58,-473.52,-84.89,-568.94,-735.25,-743.15,-758.12,-110.49,928.34,283.23,-429.30,374.67,-581.81,719.62,1
366.32,517.02,-576.12,-626.10,-786.65,-628.87,-426.51,-749.61,357.77,955.28,-392.65,343.89,-995.86,326.65,144.04,525.83,1
-546.21,-529.82,-818.87,-528.60,-158.86,203.94,-462.89,968.64,-35.34,-941.34,-704.27,948.21,579.20,-366.52,-823.07,874.44,1
-617.04,-539.15,699.85,994.61,119.06,-836.31,-842.03,-578.60,-954.59,-191.79,-884.94,67.32,564.11,-470.22,633.96,-806.41,1
-665.55,-762.45,91.51,-334.33,-591.07,-440.54,-52.72,-370.89,529.48,-361.22,-381.68,-850.82,457.44,700.32,-112.21,-953.30,0
-603.40,-506.70,613.56,-763.88,-781.20,372.34,677.68,-452.61,412.95,495.82,765.35,276.77,3.19,-562.56,-300.71,703.79,1
-534.02,-540.25,-791.91,384.44,-622.66,-253.88,-67.11,963.12,114.09,573.41,-277.86,768.35,-650.79,187.80,265.65,-481.13,0
-477.68,-394.46,933.31,-650.90,-706.86,929.54,348.61,738.11,388.84,107.77,-93.22,-448.00,-156.23,-512.07,621.46,-354.05,1
-420.74,-592.62,146.36,-157.80,-756.54,363.33,-167.96,-86.12,665.01,978.71,-787.21,97.59,424.65,-55.14,38.70,-133.94,1
555.25,402.02,796.36,-811.37,957.87,-806.47,737.02,-170.58,-380.10,-124.37,845.36,214.23,160.63,-797.80,-83.62,584.72,1
733.87,508.64,998.94,240.37,612.48,806.17,441.61,-672.97,-638.39,-115.60,-756.82,932.18,273.18,-299.11,352.09,794.23,0
476.56,475.61,-437.65,-146.17,157.11,520.92,-509.67,730.40,74.76,341.49,483.43,332.28,-672.86,-156.26,-833.58,-478.98,1
425.83,464.56,-186.54,414.66,-646.38,-963.38,652.57,556.60,-779.55,217.73,733.76,53.13,282.87,739.65,978.16,-206.52,1
543.53,556.38,-92.19,-641.27,59.67,-72.95,791.18,827.12,-777.96,514.66,-74.12,-879.65,-951.09,145.27,60.96,717.65,1
416.05,462.31,-639.23,55.10,-270.47,858.30,977.57,905.99,285.77,381.76,995.97,-215.82,728.57,-276.70,353.02,-665.68,1
-427.79,-600.08,-837.84,-851.73,-706.07,446.89,411.68,-229.37,-839.82,903.74,8.23,630.75,-564.30,992.21,-997.86,-406.49,1
427.49,635.69,274.37,-481.25,125.47,-127.79,842.97,-852.63,560.17,223.03,626.56,-12.57,-4.32,-734.76,451.74,-242.02,1
529.62,352.95,534.97,986.91,471.80,-424.40,431.94,-903.51,-255.20,-295.11,-231.96,-381.29,276.33,777.20,-234.68,502.45,1
-521.06,-427.22,436.57,685.10,-997.86,-608.02,276.60,48.81,447.14,-187.93,-450.67,397.09,765.80,797.44,632.12,515.47,1
-472.95,-535.02,-961.69,-874.93,530.81,-839.55,-497.64,767.92,-658.24,-651.99,799.27,-57.66,-538.10,394.34,428.39,799.43,1
631.76,464.22,-302.57,291.34,-66.71,-122.08,466.97,-803.27,516.18,199.45,-763.85,684.09,-704.42,-937.78,989.38,-234.86,1
-413.57,-666.94,-236.68,-134.11,-90.92,925.21,-217.13,-273.88,689.39,-416.30,-203.28,-694.44,21.11,854.81,-734.32,526.08,1
-648.85,-565.21,582.43,103.39,-649.47,-806.95,880.36,504.51,615.82,589.38,-406.99,-934.62,453.48,829.47,890.90,-302.72,1
-644.17,-365.26,-304.51,888.33,-275.12,-978.19,80.11,8.34,669.15,55.69,-766.06,740.51,-762.57,357.14,35.09,622.89,1
-535.73,-728.02,-560.29,-133.92,-1.62,-111.06,-111.01,-614.80,-99.30,865.36,164.90,984.94,-966.90,772.23,772.67,795.94,1
-543.22,-504.92,627.22,857.08,887.40,780.86,-556.27,370.32,833.12,-939.05,-96.13,-594.87,239.05,-597.43,-851.38,436.05,1
-596.15,-530.21,330.10,-286.11,936.44,803.98,-94.85,676.83,798.98,-542.52,-963.06,-81.21,-991.87,647.31,-183.64,-830.68,1
-316.85,-504.67,672.65,-644.57,695.29,205.74,-701.68,-320.18,532.81,401.95,1.70,179.96,-88.93,-661.07,84.14,-225.24,1
-603.48,-554.10,-613.11,305.50,841.67,-763.54,916.24,-337.34,106.23,-990.84,94.91,701.15,884.93,-446.19,-521.90,-920.14,1
700.89,612.88,193.59,-783.47,-161.03,384.10,-259.98,-311.94,-476.75,394.64,-435.16,896.24,-988.20,694.32,-594.02,-711.44,1
-522.88,-389.73,872.75,-759.43,581.87,-270.49,-94.04,43.58,18.21,675.81,206.06,514.39,320.08,-718.24,-794.50,27.41,0
-596.19,-621.27,-174.07,292.22,608.66,-221.17,-933.96,-400.68,-632.40,-607.25,-639.14,-931.10,687.40,-413.71,831.26,943.58,1
-571.06,-467.01,-810.51,-972.36,120.07,-304.04,-642.37,-456.19,385.96,62.58,-433.56,815.01,-49.44,520.72,-916.29,-717.39,1
-365.97,-583.30,-161.78,-700.07,-491.33,-11.83,16.54,-710.66,153.78,29.06,565.08,-341.88,-517.40,459.57,-553.43,341.60,1
-635.95,-490.26,-680.71,-925.04,809.15,-264.57,519.68,845.23,-731.83,400.57,-225.93,-497.22,459.91,-287.85,542.74,-4.18,0
-553.01,-572.78,631.00,860.91,941.37,33.53,654.21,-706.54,-213.79,693.46,612.51,-101.41,-460.02,-370.09,-775.12,-746.88,0
357.47,605.36,-880.37,-405.91,-847.48,548.94,18.91,-916.53,277.55,-163.90,773.76,564.15,135.33,852.46,249.73,789.58,1
457.35,298.63,762.98,-140.54,720.78,-359.54,-246.36,-625.96,701.68,-606.37,-6.67,342.43,-144.21,-854.54,-84.24,-652.06,1
-528.22,-621.50,306.84,965.49,-368.00,-418.65,-133.15,915.57,342.34,-657.75,-939.95,-866.16,-815.60,-665.92,-89.82,-330.57,0
501.57,450.67,-933.94,760.76,692.37,862.58,-289.77,672.23,640.68,-721.78,-747.56,400.90,-813.97,711.16,-553.41,-829.43,0
-432.82,-567.51,918.76,-812.41,-579.84,-56.33,-154.44,164.25,-113.87,-586.43,-813.73,-127.19,-828.67,-355.87,730.65,-9.50,1
0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0
-501.47,-506.32,-802.39,617.68,683.72,212.22,602.76,-291.31,625.16,-894.84,872.23,895.65,-953.89,969.20,903.11,-959.40,0
632.75,620.54,-937.55,238.39,-399.27,593.40,261.21,-308.79,657.59,11.88,-278.28,-264.91,-533.59,-169.39,708.99,-504.32,1
669.87,525.85,-594.50,-540.63,-791.74,-460.13,925.85,917.26,635.44,994.11,-826.10,-472.17,-131.35,233.05,-332.65,441.24,0
-402.27,-618.54,849.76,-481.73,-289.63,-726.27,643.76,964.77,959.61,124.22,905.77,480.46,-13.44,11.86,-319.64,-886.84,1
405.67,634.99,528.21,884.26,-466.43,-790.21,-680.06,341.65,-602.94,139.85,-747.32,811.43,621.42,-881.22,-104.58,-395.62,1
-522.99,-581.10,-76.09,178.89,-32.20,623.34,-226.76,-713.82,-11.64,793.31,47.39,-632.35,-610.65,-835.74,327.34,-78.82,1
532.46,418.85,761.52,-13.65,-635.51,-906.86,-19.55,-667.30,-760.92,-2.46,-536.55,-378.87,-83.80,-52.60,878.18,615.10,0
-361.93,-464.71,-883.42,861.37,888.48,-58.00,722.73,-323.86,-27.55,-259.89,576.75,-224.84,199.56,574.54,437.89,797.41,0
0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0
-407.16,-521.32,26.71,953.90,-104.16,-698.51,287.96,407.84,-601.53,-279.85,811.56,728.69,680.02,-388.31,312.04,480.63,1
-434.58,-623.11,73.96,1.77,140.26,-306.98,-404.59,186.46,-172.94,-230.91,898.28,-765.73,546.23,70.04,457.83,285.34,1
-497.38,-393.85,-419.02,560.97,409.41,804.69,859.83,190.59,-773.04,474.72,351.72,814.46,-663.32,-995.38,-242.56,313.51,1
534.18,541.67,944.41,463.07,441.92,-933.96,-53.82,395.71,891.46,217.27,-295.06,-565.80,-615.95,-652.40,761.38,576.82,1
768.92,490.89,906.41,-729.41,-764.48,493.88,-450.37,-982.68,872.35,-284.28,547.88,-200.85,390.56,437.87,926.33,983.27,0
-449.15,-526.86,-381.69,-639.48,-68.59,-867.61,-585.95,228.28,-618.35,996.42,-67.25,73.50,321.25,-831.84,-611.94,-628.06,0
-600.07,-557.71,123.59,514.94,415.74,-906.21,-612.09,164.55,84.21,526.44,39.33,-989.36,504.55,172.44,-738.63,-865.91,1
514.56,430.92,510.98,696.08,-819.92,-106.54,480.20,38.24,546.61,-907.27,-348.51,-470.00,427.08,501.33,-569.20,180.67,1
372.02,557.81,987.93,-495.99,-572.40,-246.95,-390.81,-18.57,-296.96,795.60,447.41,-254.68,86.29,-669.41,17.44,652.30,0
320.94,505.92,478.13,68.78,513.02,295.94,966.75,-668.00,705.69,-796.22,845.33,-823.72,928.46,647.84,-927.30,-810.98,1
-527.71,-495.49,-19.77,765.33,-437.85,-822.38,-92.36,-635.24,-996.44,834.44,726.72,-637.13,-867.68,49.93,-302.30,-535.40,1
385.98,529.36,364.92,-771.11,-423.75,588.32,-400.31,-534.72,959.18,434.41,723.69,-72.56,-548.29,-643.81,543.65,756.65,0
394.70,480.67,653.10,-610.18,-640.51,-444.50,-973.81,-747.33,-213.60,179.08,567.84,-614.78,-845.99,-243.84,460.00,-57.28,1
-505.38,-612.65,-556.80,641.83,-390.87,-205.65,-351.97,-226.48,800.58,88.15,-683.83,-993.71,-24.62,109.68,638.42,40.44,0
397.72,428.15,-355.17,776.33,-880.46,748.32,-656.61,-893.17,619.01,145.91,793.23,-783.11,58.25,-977.63,-783.01,771.05,1
498.25,432.91,-903.14,747.03,60.65,-655.44,-791.37,-53.68,-10.66,300.10,-967.62,629.44,-417.73,-477.08,383.75,-923.74,0
442.07,527.40,287.59,803.76,-404.88,-154.43,763.83,736.62,-116.04,-800.20,-662.57,1.51,186.03,-577.80,-96.22,-652.65,1
626.10,483.53,-873.67,-652.05,-46.42,620.94,597.27,527.49,-8.89,-397.40,-376.23,394.03,842.38,-313.06,206.70,912.97,1
-376.93,-441.19,415.02,-179.99,-441.79,-72.41,-873.73,485.38,-633.20,484.60,727.58,61.01,481.06,712.06,729.00,99.77,1
-399.73,-559.50,915.94,829.23,-266.63,89.06,-141.40,107.60,-468.61,-733.05,872.49,917.10,439.26,-159.71,-793.27,196.91,1
472.85,637.51,288.40,-369.50,568.22,295.95,-47.30,709.57,6.08,-815.11,-445.09,-428.46,-127.66,-361.62,-36.75,-497.83,1
648.58,539.00,653.95,394.50,-267.08,248.20,863.80,-170.93,-397.22,-898.54,229.35,202.48,-960.47,633.57,-662.99,-878.38,0
445.39,591.47,-823.72,676.23,65.52,697.62,-843.14,198.46,-424.74,-332.76,-742.84,-343.43,-618.39,759.83,436.89,-158.95,1
538.31,559.05,90.11,711.79,-380.87,-400.66,-59.41,82.79,-630.79,-415.15,421.04,-514.23,525.11,677.12,-608.64,372.36,1
-434.49,-563.47,76.61,-661.59,303.26,551.02,-675.78,647.16,-898.94,-791.15,166.17,-705.61,-522.98,-300.26,413.65,947.17,1
-536.47,-422.05,-973.01,-498.40,906.76,-700.22,280.51,-110.01,-289.22,-332.60,869.89,584.67,386.54,-834.92,154.52,124.41,0
709.42,414.49,603.51,371.53,-489.18,-966.62,-801.81,-232.42,-292.69,820.25,242.49,-732.67,814.40,386.64,-936.82,-403.10,1
597.41,517.40,502.51,876.79,503.32,-631.81,770.11,506.19,127.20,743.91,131.15,-711.61,11.54,298.03,908.02,702.39,1
462.75,429.44,637.02,862.83,784.47,-458.14,-949.22,-88.90,-873.90,380.49,304.48,-467.17,-233.65,-675.40,145.96,143.38,0
445.44,463.48,-52.29,-365.42,-999.90,492.53,-214.56,287.62,-902.31,900.51,958.01,-529.52,986.89,-982.41,-67.99,-479.58,1
588.88,586.74,697.47,741.74,129.61,-951.99,941.52,-65.73,192.74,-270.19,-129.70,903.21,355.27,-201.46,-141.18,642.30,0
-406.34,-487.82,-224.82,968.92,498.83,-275.66,-961.95,824.43,-939.05,-880.50,661.06,389.13,572.72,-531.74,988.56,405.02,0
550.67,388.27,-358.15,-364.27,341.62,-349.51,-865.18,-220.38,970.62,-617.43,-161.91,191.81,562.51,-959.35,-596.30,160.19,0
-374.07,-592.22,494.42,-335.46,-562.88,-597.89,105.85,-433.78,553.21,-779.95,776.40,-897.03,349.01,-440.96,-162.87,895.04,1
-373.56,-451.40,-167.97,454.28,225.46,-803.34,-802.64,-819.86,-250.50,287.63,-268.43,938.31,174.92,733.64,123.10,-615.99,1
464.11,664.23,-43.21,396.62,-557.72,203.75,677.49,-939.49,-817.45,-749.70,-893.74,744.88,-478.01,-436.15,59.26,-154.29,0
540.83,652.00,-996.75,-767.71,-290.35,-984.06,513.01,-193.07,167.44,-482.89,-367.53,-746.19,-457.13,-509.24,-568.55,619.24,1
-601.58,-517.76,920.21,-507.95,555.06,257.20,-370.05,750.57,989.14,-70.52,961.03,-66.67,379.36,581.41,569.55,15.27,1
438.51,550.23,-665.35,251.83,115.80,102.34,-419.65,26.49,-526.06,-902.61,713.39,576.30,-694.36,602.98,-16.84,258.41,1
472.15,432.28,831.13,-985.27,720.43,-277.90,-675.88,402.81,-279.36,347.76,-639.87,281.78,-590.85,68.96,506.28,737.81,1
632.27,576.69,-403.61,-201.73,804.28,-520.93,-534.82,978.22,-19.37,512.77,-10.24,21.73,531.87,807.00,-182.62,-642.46,0
-631.17,-621.40,16.18,-600.94,788.07,203.74,447.19,652.03,-938.67,-325.34,943.53,244.37,-754.73,580.80,520.26,320.99,1
408.19,378.23,991.51,466.27,480.07,619.35,-974.30,-533.82,-265.68,593.77,282.80,-378.17,-747.90,-972.29,-751.36,-286.14,1
-445.53,-543.23,959.77,856.37,-925.77,23.35,-620.65,-530.69,-364.26,-123.59,-585.92,778.77,-676.37,793.37,580.60,252.80,0
-465.47,-384.47,-682.00,915.97,518.19,-915.90,-157.65,588.36,-507.32,-958.34,-198.91,842.42,-296.13,816.37,724.57,-378.94,0
0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0
580.84,475.25,-681.08,-533.83,346.36,-977.35,897.41,-251.88,-73.05,-828.26,428.37,190.20,923.18,272.56,-65.72,-395.76,0
507.06,461.75,9.55,-589.70,-869.75,-730.60,964.30,491.78,-93.56,-495.26,440.47,-324.63,-653.17,-73.57,540.40,-685.81,1
-532.89,-563.59,266.16,-643.78,-414.13,305.41,342.73,450.96,224.18,-258.86,530.80,22.57,-44.75,-459.60,-879.51,-136.14,1
577.37,340.18,-963.90,389.21,514.23,790.42,278.29,-694.48,16.36,-875.07,-818.28,-648.63,-298.19,-484.35,-337.68,798.34,1
365.31,497.31,607.48,-560.21,-506.68,-638.76,273.14,516.13,123.97,-923.16,286.74,797.59,853.97,-309.65,99.34,-742.65,1
409.91,399.50,592.64,294.02,888.06,285.68,96.20,-616.63,276.17,-835.94,-393.13,-578.86,-786.39,-378.97,435.63,-75.06,1
-299.98,-432.29,600.90,93.31,676.40,-63.19,89.93,405.36,795.16,-877.13,-574.99,423.98,-631.50,-589.81,-325.88,875.27,1
502.47,569.53,-754.06,966.99,549.53,756.28,558.26,485.88,-980.04,-217.96,631.89,307.14,817.64,-589.19,-478.84,-984.57,0
-429.49,-412.34,-184.88,632.35,-452.18,-482.36,-724.30,640.79,-147.19,503.03,-576.89,-46.83,-72.57,422.10,-275.76,705.21,1
458.64,436.63,-609.30,-720.12,-119.47,162.83,-302.19,-720.10,-710.33,-475.17,346.63,821.76,-942.09,469.07,939.05,373.79,1
507.24,534.57,845.56,-960.17,727.36,109.72,-97.52,-827.40,-561.54,292.09,150.74,668.00,578.02,464.54,-679.14,-556.94,1
646.17,543.97,-394.87,774.20,71.21,357.14,313.41,206.16,-977.23,293.71,-569.69,99.09,189.30,140.78,303.65,-430.82,1
583.87,772.05,-466.53,422.43,-871.44,-3.11,191.91,-51.38,328.48,907.20,-624.70,78.88,-260.38,887.62,-219.66,482.41,1
-498.18,-647.05,-984.23,-103.88,-382.14,781.46,-81.60,208.95,829.39,-312.17,791.30,858.94,291.59,211.08,-314.35,26.56,1
515.98,364.97,-889.65,-305.93,-776.37,-535.32,28.14,-610.11,-470.32,-660.48,-832.85,-564.44,196.38,292.57,832.12,858.49,1
0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0
546.61,409.60,0.78,-433.71,-156.40,117.59,556.08,-917.87,22.05,400.64,-13.96,-793.94,-572.88,488.24,164.94,991.92,0
-425.25,-700.78,-507.37,-590.27,-470.91,485.12,301.44,-382.55,832.56,-821.36,423.82,529.17,111.84,-679.11,301.18,-77.43,0
-522.96,-508.27,540.10,-869.39,504.68,641.63,-95.45,-128.29,-596.81,-131.69,-495.91,362.51,202.64,31.91,-984.00,84.12,1
271.28,451.12,-463.29,67.97,-495.83,822.12,301.00,381.07,-527.65,-663.74,83.71,-379.75,-180.91,490.46,-218.61,-423.62,1
536.79,583.24,-872.56,905.70,-620.89,-314.69,-28.73,-934.07,-894.73,-373.97,-594.42,146.47,-898.63,-803.22,710.78,-749.73,1
-457.38,-570.08,233.03,703.48,957.80,424.29,373.06,-710.70,-84.78,827.33,-171.77,33.69,-80.12,-192.70,-734.13,225.96,1
-321.99,-583.72,834.05,-118.33,-834.77,502.63,78.73,440.78,893.97,157.60,-196.81,-598.34,478.52,-729.04,-537.51,64.70,1
-328.52,-502.90,944.96,-630.30,-842.22,693.46,36.78,-136.69,-595.26,917.58,-847.98,594.70,792.07,516.50,621.69,475.25,1
443.55,372.68,-186.97,-897.78,-343.84,925.63,-205.21,373.08,-417.65,-856.24,369.86,867.47,-692.71,-601.63,-634.69,953.91,1
-307.70,-431.26,-342.05,-729.59,611.97,-209.78,231.28,468.57,-472.31,-735.31,267.83,-330.76,-664.10,-881.04,-688.91,422.22,0
692.69,455.96,-275.30,791.36,-327.98,-270.14,-954.84,-193.40,-462.64,-969.63,-552.26,-651.96,125.46,294.19,186.11,442.06,1
277.60,471.31,716.79,826.07,-650.38,468.11,92.78,-472.54,132.60,-10.67,-88.68,-414.04,-629.84,101.12,158.08,-703.63,0
-582.57,-550.47,-983.63,-945.73,117.49,-754.27,-16.60,361.03,57.64,-985.59,712.47,461.17,-543.72,-761.22,-43.78,549.57,1
568.84,405.78,-275.71,817.21,-372.13,-590.69,471.06,-748.37,828.52,735.98,-113.72,176.00,-620.30,-668.59,750.78,-563.04,1
-451.32,-440.37,-561.90,-237.96,-275.18,408.15,679.80,126.36,-463.89,-23.40,164.21,381.86,-488.65,-923.64,409.15,105.18,1
510.19,471.44,-322.45,-685.54,-998.82,628.56,846.73,398.76,-362.44,833.07,-368.71,786.86,870.22,844.11,821.43,672.66,1
0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0
-491.57,-563.07,67.67,663.79,-156.63,288.48,-197.29,150.02,675.51,83.04,-774.84,10.43,-83.03,-838.55,833.47,-783.15,0
-410.98,-525.76,-823.06,643.70,150.86,-596.12,-868.97,505.94,-730.09,878.39,-871.51,116.45,15.15,629.28,-283.94,769.70,0
544.60,456.49,507.92,380.85,-15.09,-898.37,529.80,-952.34,-768.45,-83.96,-710.48,489.37,409.60,-285.69,560.39,-301.16,1
-427.01,-368.10,379.87,558.20,-69.92,-798.81,813.52,519.11,-387.07,-168.02,588.11,-502.80,-207.56,780.68,-766.95,114.45,0
506.34,526.55,353.13,453.79,-275.53,-460.99,891.74,374.39,-799.22,-258.83,32.28,-9.70,438.86,-211.48,-211.21,-351.44,1
-383.74,-587.59,503.02,668.05,-355.96,-880.82,-699.52,-546.59,-640.30,646.13,185.53,378.28,-615.49,304.07,-857.21,-845.35,1
589.87,470.01,-840.49,-293.95,-508.70,841.20,-628.30,-212.30,-394.26,587.27,253.47,-23.46,91.95,556.39,687.62,-866.09,0
547.22,520.08,625.72,-351.33,-779.48,-968.67,-867.93,-88.48,-967.70,-912.20,615.91,40.49,952.84,642.94,573.37,748.69,0
550.78,400.58,407.00,571.72,-367.61,115.08,645.25,-514.32,-148.62,608.88,381.92,-732.53,-825.71,-118.20,-496.00,749.98,1
-418.97,-491.43,899.22,821.74,-429.44,-207.57,588.07,590.71,-7.33,-533.68,-691.84,-16.03,620.08,550.77,-151.23,-454.41,0
-518.75,-475.23,55.91,111.30,-108.69,-483.62,-675.31,-204.49,-208.69,-764.35,-130.73,661.03,-29.64,829.10,596.40,-327.46,0
-600.64,-656.40,-812.72,-11.93,337.06,-803.38,-986.00,514.64,-159.03,574.12,230.98,-919.39,742.28,812.63,812.72,-382.19,1
-378.04,-566.37,-152.21,-480.09,-909.15,-243.95,70.73,-705.09,-685.19,-577.25,580.09,807.84,-385.24,-356.63,-492.66,-4.00,1
-511.55,-441.17,-137.79,-346.98,-418.96,-549.60,412.92,406.33,47.66,665.94,40.19,-480.76,378.21,863.77,-752.39,889.83,1
-478.03,-448.07,-231.50,-658.97,176.29,-494.57,-55.10,-564.92,605.58,-772.73,274.79,920.75,-230.11,160.29,-134.09,-545.99,0
442.70,567.71,-816.40,342.38,570.27,-906.92,649.95,-988.10,-526.21,737.58,-277.89,-116.40,-846.41,331.56,289.16,835.83,1
555.75,636.99,570.43,915.99,553.29,-309.03,-874.02,14.71,449.81,887.14,-90.63,-617.61,-846.94,-245.00,-345.80,-57.96,1
351.22,413.09,211.81,-474.79,-828.20,230.74,947.33,-281.07,-916.12,577.59,887.30,-627.40,-191.84,667.67,-408.19,-70.38,0
-667.01,-560.22,-636.71,-277.10,-690.91,629.47,986.63,25.63,930.62,345.08,-870.56,-498.77,161.04,995.59,620.95,493.07,0
414.27,505.26,-395.37,-344.83,-725.40,-636.71,-719.83,-866.18,483.59,-249.45,-784.42,-334.08,-490.75,974.23,-381.39,-409.61,1
410.05,627.71,190.67,408.56,-589.82,279.95,-347.23,324.35,-636.00,378.90,-485.36,958.37,-886.52,445.14,9.69,265.09,1
542.05,487.64,-384.00,-375.05,274.12,96.19,921.48,-181.93,-604.87,-722.53,-106.73,877.00,756.38,-824.16,-582.88,-446.26,1
719.42,523.36,-444.16,-435.23,-430.29,-277.63,-646.45,116.28,-202.04,49.24,703.57,-57.06,-928.62,810.06,-987.46,-471.71,0
-447.52,-511.20,786.88,-348.77,81.65,884.23,391.49,572.71,-142.23,-389.29,-84.70,-393.61,631.13,818.95,139.91,879.41,1
404.60,603.98,969.19,308.77,-432.29,-826.79,634.46,595.07,-114.86,323.13,-62.24,248.22,573.46,-170.14,567.09,26.85,1
619.31,479.60,-253.49,272.41,549.27,-126.14,-861.06,-776.79,-404.55,-338.10,69.92,-895.89,235.64,120.71,592.62,-801.05,1
639.13,480.89,893.57,-0.63,-424.56,711.62,874.19,736.75,244.48,628.34,-357.72,704.16,104.02,988.48,834.51,-205.11,1
394.84,559.36,984.56,-795.88,-6.63,-277.68,-496.61,-712.04,98.35,139.70,-204.47,43.50,344.46,46.16,405.16,623.38,1
0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0
-301.67,-350.57,-390.68,617.83,-605.24,-308.85,717.53,-779.19,626.29,-872.78,411.08,715.24,-380.59,779.51,784.93,68.07,1
0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0
